timestep,electricity_kW,heat_kW
95822,7464.29,6717.86
95823,7464.29,6717.86
95824,7464.29,6717.86
95825,7464.29,6717.86
95826,8957.14,7464.29
95827,8957.14,7464.29
95828,8957.14,7464.29
95829,8957.14,7464.29
95830,7464.29,7464.29
95831,7464.29,7464.29
95832,5971.43,8957.14
95833,5971.43,8957.14
95834,5971.43,8957.14
95835,5971.43,8957.14
95836,5971.43,8957.14
95837,5971.43,8957.14
95838,7464.29,7464.29
95839,7837.5,7464.29
95840,8210.71,7464.29
95841,8583.93,7464.29
95842,8957.14,7464.29
95843,7464.29,6717.86
95844,7464.29,6717.86
95845,7464.29,6717.86
95846,7464.29,6717.86
95847,7464.29,6717.86
95848,7464.29,6717.86
95849,7464.29,6717.86
95850,8957.14,7464.29
95851,8957.14,7464.29
95852,8957.14,7464.29
95853,8957.14,7464.29
95854,7464.29,7464.29
95855,7464.29,7464.29
95856,5971.43,8957.14
95857,5971.43,8957.14
95858,5971.43,8957.14
95859,5971.43,8957.14
95860,5971.43,8957.14
95861,5971.43,8957.14
95862,7464.29,7464.29
95863,7837.5,7464.29
95864,8210.71,7464.29
95865,8583.93,7464.29
95866,8957.14,7464.29
95867,7464.29,6717.86
95868,7464.29,6717.86
95869,7464.29,6717.86
95870,7464.29,6717.86
95871,7464.29,6717.86
95872,7464.29,6717.86
95873,7464.29,6717.86
95874,8957.14,7464.29
95875,8957.14,7464.29
95876,8957.14,7464.29
95877,8957.14,7464.29
95878,7464.29,7464.29
95879,7464.29,7464.29
95880,5971.43,8957.14
95881,5971.43,8957.14
95882,5971.43,8957.14
95883,5971.43,8957.14
95884,5971.43,8957.14
95885,5971.43,8957.14
95886,7464.29,7464.29
95887,7837.5,7464.29
95888,8210.71,7464.29
95889,8583.93,7464.29
95890,8957.14,7464.29
95891,7464.29,6717.86
95892,7464.29,6717.86
95893,7464.29,6717.86
95894,7464.29,6717.86
95895,7464.29,6717.86
95896,7464.29,6717.86
95897,7464.29,6717.86
95898,8957.14,7464.29
95899,8957.14,7464.29
95900,8957.14,7464.29
95901,8957.14,7464.29
95902,7464.29,7464.29
95903,7464.29,7464.29
95904,5971.43,8957.14
95905,5971.43,8957.14
95906,5971.43,8957.14
95907,5971.43,8957.14
95908,5971.43,8957.14
95909,5971.43,8957.14
95910,7464.29,7464.29
95911,7837.5,7464.29
95912,8210.71,7464.29
95913,8583.93,7464.29
95914,8957.14,7464.29
95915,7464.29,6717.86
95916,7464.29,6717.86
95917,7464.29,6717.86
95918,7464.29,6717.86
95919,7464.29,6717.86
95920,7464.29,6717.86
95921,7464.29,6717.86
95922,8957.14,7464.29
95923,8957.14,7464.29
95924,8957.14,7464.29
95925,8957.14,7464.29
95926,7464.29,7464.29
95927,7464.29,7464.29
95928,5971.43,8957.14
95929,5971.43,8957.14
95930,5971.43,8957.14
95931,5971.43,8957.14
95932,5971.43,8957.14
95933,5971.43,8957.14
95934,7464.29,7464.29
95935,7837.5,7464.29
95936,8210.71,7464.29
95937,8583.93,7464.29
95938,8957.14,7464.29
95939,7464.29,6717.86
95940,7464.29,6717.86
95941,7464.29,6717.86
95942,7464.29,6717.86
95943,7464.29,6717.86
95944,7464.29,6717.86
95945,7464.29,6717.86
95946,8957.14,7464.29
95947,8957.14,7464.29
95948,8957.14,7464.29
95949,8957.14,7464.29
95950,7464.29,7464.29
95951,7464.29,7464.29
95952,5971.43,8957.14
95953,5971.43,8957.14
95954,5971.43,8957.14
95955,5971.43,8957.14
95956,5971.43,8957.14
95957,5971.43,8957.14
95958,7464.29,7464.29
95959,7837.5,7464.29
95960,8210.71,7464.29
95961,8583.93,7464.29
95962,8957.14,7464.29
95963,7464.29,6717.86
95964,7464.29,6717.86
95965,7464.29,6717.86
95966,7464.29,6717.86
95967,7464.29,6717.86
95968,7464.29,6717.86
95969,7464.29,6717.86
95970,8957.14,7464.29
95971,8957.14,7464.29
95972,8957.14,7464.29
95973,8957.14,7464.29
95974,7464.29,7464.29
95975,7464.29,7464.29
95976,5971.43,8957.14
95977,5971.43,8957.14
95978,5971.43,8957.14
95979,5971.43,8957.14
95980,5971.43,8957.14
95981,5971.43,8957.14
95982,7464.29,7464.29
95983,7837.5,7464.29
95984,8210.71,7464.29
95985,8583.93,7464.29
95986,8957.14,7464.29
95987,7464.29,6717.86
95988,7464.29,6717.86
95989,7464.29,6717.86
95990,7464.29,6717.86
95991,7464.29,6717.86
95992,7464.29,6717.86
95993,7464.29,6717.86
95994,8957.14,7464.29
95995,8957.14,7464.29
95996,8957.14,7464.29
95997,8957.14,7464.29
95998,7464.29,7464.29
95999,7464.29,7464.29
96000,5971.43,8957.14
96001,5971.43,8957.14
96002,5971.43,8957.14
96003,5971.43,8957.14
96004,5971.43,8957.14
96005,5971.43,8957.14
96006,7464.29,7464.29
96007,7837.5,7464.29
96008,8210.71,7464.29
96009,8583.93,7464.29
96010,8957.14,7464.29
96011,7464.29,6717.86
96012,7464.29,6717.86
96013,7464.29,6717.86
96014,7464.29,6717.86
96015,7464.29,6717.86
96016,7464.29,6717.86
96017,7464.29,6717.86
96018,8957.14,7464.29
96019,8957.14,7464.29
96020,8957.14,7464.29
96021,8957.14,7464.29
96022,7464.29,7464.29
96023,7464.29,7464.29
96024,5971.43,8957.14
96025,5971.43,8957.14
96026,5971.43,8957.14
96027,5971.43,8957.14
96028,5971.43,8957.14
96029,5971.43,8957.14
96030,7464.29,7464.29
96031,7837.5,7464.29
96032,8210.71,7464.29
96033,8583.93,7464.29
96034,8957.14,7464.29
96035,7464.29,6717.86
96036,7464.29,6717.86
96037,7464.29,6717.86
96038,7464.29,6717.86
96039,7464.29,6717.86
96040,7464.29,6717.86
96041,7464.29,6717.86
96042,8957.14,7464.29
96043,8957.14,7464.29
96044,8957.14,7464.29
96045,8957.14,7464.29
96046,7464.29,7464.29
96047,7464.29,7464.29
96048,5971.43,8957.14
96049,5971.43,8957.14
96050,5971.43,8957.14
96051,5971.43,8957.14
96052,5971.43,8957.14
96053,5971.43,8957.14
96054,7464.29,7464.29
96055,7837.5,7464.29
96056,8210.71,7464.29
96057,8583.93,7464.29
96058,8957.14,7464.29
96059,7464.29,6717.86
96060,7464.29,6717.86
96061,7464.29,6717.86
96062,7464.29,6717.86
96063,7464.29,6717.86
96064,7464.29,6717.86
96065,7464.29,6717.86
96066,8957.14,7464.29
96067,8957.14,7464.29
96068,8957.14,7464.29
96069,8957.14,7464.29
96070,7464.29,7464.29
96071,7464.29,7464.29
96072,5971.43,8957.14
96073,5971.43,8957.14
96074,5971.43,8957.14
96075,5971.43,8957.14
96076,5971.43,8957.14
96077,5971.43,8957.14
96078,7464.29,7464.29
96079,7837.5,7464.29
96080,8210.71,7464.29
96081,8583.93,7464.29
96082,8957.14,7464.29
96083,7464.29,6717.86
96084,7464.29,6717.86
96085,7464.29,6717.86
96086,7464.29,6717.86
96087,7464.29,6717.86
96088,7464.29,6717.86
96089,7464.29,6717.86
96090,8957.14,7464.29
96091,8957.14,7464.29
96092,8957.14,7464.29
96093,8957.14,7464.29
96094,7464.29,7464.29
96095,7464.29,7464.29
96096,5971.43,8957.14
96097,5971.43,8957.14
96098,5971.43,8957.14
96099,5971.43,8957.14
96100,5971.43,8957.14
96101,5971.43,8957.14
96102,7464.29,7464.29
96103,7837.5,7464.29
96104,8210.71,7464.29
96105,8583.93,7464.29
96106,8957.14,7464.29
96107,7464.29,6717.86
96108,7464.29,6717.86
96109,7464.29,6717.86
96110,7464.29,6717.86
96111,7464.29,6717.86
96112,7464.29,6717.86
96113,7464.29,6717.86
96114,8957.14,7464.29
96115,8957.14,7464.29
96116,8957.14,7464.29
96117,8957.14,7464.29
96118,7464.29,7464.29
96119,7464.29,7464.29
96120,5971.43,8957.14
96121,5971.43,8957.14
96122,5971.43,8957.14
96123,5971.43,8957.14
96124,5971.43,8957.14
96125,5971.43,8957.14
96126,7464.29,7464.29
96127,7837.5,7464.29
96128,8210.71,7464.29
96129,8583.93,7464.29
96130,8957.14,7464.29
96131,7464.29,6717.86
96132,7464.29,6717.86
96133,7464.29,6717.86
96134,7464.29,6717.86
96135,7464.29,6717.86
96136,7464.29,6717.86
96137,7464.29,6717.86
96138,8957.14,7464.29
96139,8957.14,7464.29
96140,8957.14,7464.29
96141,8957.14,7464.29
96142,7464.29,7464.29
96143,7464.29,7464.29
96144,5971.43,8957.14
96145,5971.43,8957.14
96146,5971.43,8957.14
96147,5971.43,8957.14
96148,5971.43,8957.14
96149,5971.43,8957.14
96150,7464.29,7464.29
96151,7837.5,7464.29
96152,8210.71,7464.29
96153,8583.93,7464.29
96154,8957.14,7464.29
96155,7464.29,6717.86
96156,7464.29,6717.86
96157,7464.29,6717.86
96158,7464.29,6717.86
96159,7464.29,6717.86
96160,7464.29,6717.86
96161,7464.29,6717.86
96162,8957.14,7464.29
96163,8957.14,7464.29
96164,8957.14,7464.29
96165,8957.14,7464.29
96166,7464.29,7464.29
96167,7464.29,7464.29
96168,5971.43,8957.14
96169,5971.43,8957.14
96170,5971.43,8957.14
96171,5971.43,8957.14
96172,5971.43,8957.14
96173,5971.43,8957.14
96174,7464.29,7464.29
96175,7837.5,7464.29
96176,8210.71,7464.29
96177,8583.93,7464.29
96178,8957.14,7464.29
96179,7464.29,6717.86
96180,7464.29,6717.86
96181,7464.29,6717.86
96182,7464.29,6717.86
96183,7464.29,6717.86
96184,7464.29,6717.86
96185,7464.29,6717.86
96186,8957.14,7464.29
96187,8957.14,7464.29
96188,8957.14,7464.29
96189,8957.14,7464.29
96190,7464.29,7464.29
96191,7464.29,7464.29
96192,5971.43,8957.14
96193,5971.43,8957.14
96194,5971.43,8957.14
96195,5971.43,8957.14
96196,5971.43,8957.14
96197,5971.43,8957.14
96198,7464.29,7464.29
96199,7837.5,7464.29
96200,8210.71,7464.29
96201,8583.93,7464.29
96202,8957.14,7464.29
96203,7464.29,6717.86
96204,7464.29,6717.86
96205,7464.29,6717.86
96206,7464.29,6717.86
96207,7464.29,6717.86
96208,7464.29,6717.86
96209,7464.29,6717.86
96210,8957.14,7464.29
96211,8957.14,7464.29
96212,8957.14,7464.29
96213,8957.14,7464.29
96214,7464.29,7464.29
96215,7464.29,7464.29
96216,5971.43,8957.14
96217,5971.43,8957.14
96218,5971.43,8957.14
96219,5971.43,8957.14
96220,5971.43,8957.14
96221,5971.43,8957.14
96222,7464.29,7464.29
96223,7837.5,7464.29
96224,8210.71,7464.29
96225,8583.93,7464.29
96226,8957.14,7464.29
96227,7464.29,6717.86
96228,7464.29,6717.86
96229,7464.29,6717.86
96230,7464.29,6717.86
96231,7464.29,6717.86
96232,7464.29,6717.86
96233,7464.29,6717.86
96234,8957.14,7464.29
96235,8957.14,7464.29
96236,8957.14,7464.29
96237,8957.14,7464.29
96238,7464.29,7464.29
96239,7464.29,7464.29
96240,5971.43,8957.14
96241,5971.43,8957.14
96242,5971.43,8957.14
96243,5971.43,8957.14
96244,5971.43,8957.14
96245,5971.43,8957.14
96246,7464.29,7464.29
96247,7837.5,7464.29
96248,8210.71,7464.29
96249,8583.93,7464.29
96250,8957.14,7464.29
96251,7464.29,6717.86
96252,7464.29,6717.86
96253,7464.29,6717.86
96254,7464.29,6717.86
96255,7464.29,6717.86
96256,7464.29,6717.86
96257,7464.29,6717.86
96258,8957.14,7464.29
96259,8957.14,7464.29
96260,8957.14,7464.29
96261,8957.14,7464.29
96262,7464.29,7464.29
96263,7464.29,7464.29
96264,5971.43,8957.14
96265,5971.43,8957.14
96266,5971.43,8957.14
96267,5971.43,8957.14
96268,5971.43,8957.14
96269,5971.43,8957.14
96270,7464.29,7464.29
96271,7837.5,7464.29
96272,8210.71,7464.29
96273,8583.93,7464.29
96274,8957.14,7464.29
96275,7464.29,6717.86
96276,7464.29,6717.86
96277,7464.29,6717.86
96278,7464.29,6717.86
96279,7464.29,6717.86
96280,7464.29,6717.86
96281,7464.29,6717.86
96282,8957.14,7464.29
96283,8957.14,7464.29
96284,8957.14,7464.29
96285,8957.14,7464.29
96286,7464.29,7464.29
96287,7464.29,7464.29
96288,5971.43,8957.14
96289,5971.43,8957.14
96290,5971.43,8957.14
96291,5971.43,8957.14
96292,5971.43,8957.14
96293,5971.43,8957.14
96294,7464.29,7464.29
96295,7837.5,7464.29
96296,8210.71,7464.29
96297,8583.93,7464.29
96298,8957.14,7464.29
96299,7464.29,6717.86
96300,7464.29,6717.86
96301,7464.29,6717.86
96302,7464.29,6717.86
96303,7464.29,6717.86
96304,7464.29,6717.86
96305,7464.29,6717.86
96306,8957.14,7464.29
96307,8957.14,7464.29
96308,8957.14,7464.29
96309,8957.14,7464.29
96310,7464.29,7464.29
96311,7464.29,7464.29
96312,5971.43,8957.14
96313,5971.43,8957.14
96314,5971.43,8957.14
96315,5971.43,8957.14
96316,5971.43,8957.14
96317,5971.43,8957.14
96318,7464.29,7464.29
96319,7837.5,7464.29
96320,8210.71,7464.29
96321,8583.93,7464.29
96322,8957.14,7464.29
96323,7464.29,6717.86
96324,7464.29,6717.86
96325,7464.29,6717.86
96326,7464.29,6717.86
96327,7464.29,6717.86
96328,7464.29,6717.86
96329,7464.29,6717.86
96330,8957.14,7464.29
96331,8957.14,7464.29
96332,8957.14,7464.29
96333,8957.14,7464.29
96334,7464.29,7464.29
96335,7464.29,7464.29
96336,5971.43,8957.14
96337,5971.43,8957.14
96338,5971.43,8957.14
96339,5971.43,8957.14
96340,5971.43,8957.14
96341,5971.43,8957.14
96342,7464.29,7464.29
96343,7837.5,7464.29
96344,8210.71,7464.29
96345,8583.93,7464.29
96346,8957.14,7464.29
96347,7464.29,6717.86
96348,7464.29,6717.86
96349,7464.29,6717.86
96350,7464.29,6717.86
96351,7464.29,6717.86
96352,7464.29,6717.86
96353,7464.29,6717.86
96354,8957.14,7464.29
96355,8957.14,7464.29
96356,8957.14,7464.29
96357,8957.14,7464.29
96358,7464.29,7464.29
96359,7464.29,7464.29
96360,5971.43,8957.14
96361,5971.43,8957.14
96362,5971.43,8957.14
96363,5971.43,8957.14
96364,5971.43,8957.14
96365,5971.43,8957.14
96366,7464.29,7464.29
96367,7837.5,7464.29
96368,8210.71,7464.29
96369,8583.93,7464.29
96370,8957.14,7464.29
96371,7464.29,6717.86
96372,7464.29,6717.86
96373,7464.29,6717.86
96374,7464.29,6717.86
96375,7464.29,6717.86
96376,7464.29,6717.86
96377,7464.29,6717.86
96378,8957.14,7464.29
96379,8957.14,7464.29
96380,8957.14,7464.29
96381,8957.14,7464.29
96382,7464.29,7464.29
96383,7464.29,7464.29
96384,5971.43,8957.14
96385,5971.43,8957.14
96386,5971.43,8957.14
96387,5971.43,8957.14
96388,5971.43,8957.14
96389,5971.43,8957.14
96390,7464.29,7464.29
96391,7837.5,7464.29
96392,8210.71,7464.29
96393,8583.93,7464.29
96394,8957.14,7464.29
96395,7464.29,6717.86
96396,7464.29,6717.86
96397,7464.29,6717.86
96398,7464.29,6717.86
96399,7464.29,6717.86
96400,7464.29,6717.86
96401,7464.29,6717.86
96402,8957.14,7464.29
96403,8957.14,7464.29
96404,8957.14,7464.29
96405,8957.14,7464.29
96406,7464.29,7464.29
96407,7464.29,7464.29
96408,5971.43,8957.14
96409,5971.43,8957.14
96410,5971.43,8957.14
96411,5971.43,8957.14
96412,5971.43,8957.14
96413,5971.43,8957.14
96414,7464.29,7464.29
96415,7837.5,7464.29
96416,8210.71,7464.29
96417,8583.93,7464.29
96418,8957.14,7464.29
96419,7464.29,6717.86
96420,7464.29,6717.86
96421,7464.29,6717.86
96422,7464.29,6717.86
96423,7464.29,6717.86
96424,7464.29,6717.86
96425,7464.29,6717.86
96426,8957.14,7464.29
96427,8957.14,7464.29
96428,8957.14,7464.29
96429,8957.14,7464.29
96430,7464.29,7464.29
96431,7464.29,7464.29
96432,7085.71,10628.57
96433,7085.71,10628.57
96434,7085.71,10628.57
96435,7085.71,10628.57
96436,7085.71,10628.57
96437,7085.71,10628.57
96438,8857.14,8857.14
96439,9300.0,8857.14
96440,9742.86,8857.14
96441,10185.71,8857.14
96442,10628.57,8857.14
96443,8857.14,7971.43
96444,8857.14,7971.43
96445,8857.14,7971.43
96446,8857.14,7971.43
96447,8857.14,7971.43
96448,8857.14,7971.43
96449,8857.14,7971.43
96450,10628.57,8857.14
96451,10628.57,8857.14
96452,10628.57,8857.14
96453,10628.57,8857.14
96454,8857.14,8857.14
96455,8857.14,8857.14
96456,7085.71,10628.57
96457,7085.71,10628.57
96458,7085.71,10628.57
96459,7085.71,10628.57
96460,7085.71,10628.57
96461,7085.71,10628.57
96462,8857.14,8857.14
96463,9300.0,8857.14
96464,9742.86,8857.14
96465,10185.71,8857.14
96466,10628.57,8857.14
96467,8857.14,7971.43
96468,8857.14,7971.43
96469,8857.14,7971.43
96470,8857.14,7971.43
96471,8857.14,7971.43
96472,8857.14,7971.43
96473,8857.14,7971.43
96474,10628.57,8857.14
96475,10628.57,8857.14
96476,10628.57,8857.14
96477,10628.57,8857.14
96478,8857.14,8857.14
96479,8857.14,8857.14
96480,7085.71,10628.57
96481,7085.71,10628.57
96482,7085.71,10628.57
96483,7085.71,10628.57
96484,7085.71,10628.57
96485,7085.71,10628.57
96486,8857.14,8857.14
96487,9300.0,8857.14
96488,9742.86,8857.14
96489,10185.71,8857.14
96490,10628.57,8857.14
96491,8857.14,7971.43
96492,8857.14,7971.43
96493,8857.14,7971.43
96494,8857.14,7971.43
96495,8857.14,7971.43
96496,8857.14,7971.43
96497,8857.14,7971.43
96498,10628.57,8857.14
96499,10628.57,8857.14
96500,10628.57,8857.14
96501,10628.57,8857.14
96502,8857.14,8857.14
96503,8857.14,8857.14
96504,7085.71,10628.57
96505,7085.71,10628.57
96506,7085.71,10628.57
96507,7085.71,10628.57
96508,7085.71,10628.57
96509,7085.71,10628.57
96510,8857.14,8857.14
96511,9300.0,8857.14
96512,9742.86,8857.14
96513,10185.71,8857.14
96514,10628.57,8857.14
96515,8857.14,7971.43
96516,8857.14,7971.43
96517,8857.14,7971.43
96518,8857.14,7971.43
96519,8857.14,7971.43
96520,8857.14,7971.43
96521,8857.14,7971.43
96522,10628.57,8857.14
96523,10628.57,8857.14
96524,10628.57,8857.14
96525,10628.57,8857.14
96526,8857.14,8857.14
96527,8857.14,8857.14
96528,7085.71,10628.57
96529,7085.71,10628.57
96530,7085.71,10628.57
96531,7085.71,10628.57
96532,7085.71,10628.57
96533,7085.71,10628.57
96534,8857.14,8857.14
96535,9300.0,8857.14
96536,9742.86,8857.14
96537,10185.71,8857.14
96538,10628.57,8857.14
96539,8857.14,7971.43
96540,8857.14,7971.43
96541,8857.14,7971.43
96542,8857.14,7971.43
96543,8857.14,7971.43
96544,8857.14,7971.43
96545,8857.14,7971.43
96546,10628.57,8857.14
96547,10628.57,8857.14
96548,10628.57,8857.14
96549,10628.57,8857.14
96550,8857.14,8857.14
96551,8857.14,8857.14
96552,7085.71,10628.57
96553,7085.71,10628.57
96554,7085.71,10628.57
96555,7085.71,10628.57
96556,7085.71,10628.57
96557,7085.71,10628.57
96558,8857.14,8857.14
96559,9300.0,8857.14
96560,9742.86,8857.14
96561,10185.71,8857.14
96562,10628.57,8857.14
96563,8857.14,7971.43
96564,8857.14,7971.43
96565,8857.14,7971.43
96566,8857.14,7971.43
96567,8857.14,7971.43
96568,8857.14,7971.43
96569,8857.14,7971.43
96570,10628.57,8857.14
96571,10628.57,8857.14
96572,10628.57,8857.14
96573,10628.57,8857.14
96574,8857.14,8857.14
96575,8857.14,8857.14
96576,7085.71,10628.57
96577,7085.71,10628.57
96578,7085.71,10628.57
96579,7085.71,10628.57
96580,7085.71,10628.57
96581,7085.71,10628.57
96582,8857.14,8857.14
96583,9300.0,8857.14
96584,9742.86,8857.14
96585,10185.71,8857.14
96586,10628.57,8857.14
96587,8857.14,7971.43
96588,8857.14,7971.43
96589,8857.14,7971.43
96590,8857.14,7971.43
96591,8857.14,7971.43
96592,8857.14,7971.43
96593,8857.14,7971.43
96594,10628.57,8857.14
96595,10628.57,8857.14
96596,10628.57,8857.14
96597,10628.57,8857.14
96598,8857.14,8857.14
96599,8857.14,8857.14
96600,7085.71,10628.57
96601,7085.71,10628.57
96602,7085.71,10628.57
96603,7085.71,10628.57
96604,7085.71,10628.57
96605,7085.71,10628.57
96606,8857.14,8857.14
96607,9300.0,8857.14
96608,9742.86,8857.14
96609,10185.71,8857.14
96610,10628.57,8857.14
96611,8857.14,7971.43
96612,8857.14,7971.43
96613,8857.14,7971.43
96614,8857.14,7971.43
96615,8857.14,7971.43
96616,8857.14,7971.43
96617,8857.14,7971.43
96618,10628.57,8857.14
96619,10628.57,8857.14
96620,10628.57,8857.14
96621,10628.57,8857.14
96622,8857.14,8857.14
96623,8857.14,8857.14
96624,7085.71,10628.57
96625,7085.71,10628.57
96626,7085.71,10628.57
96627,7085.71,10628.57
96628,7085.71,10628.57
96629,7085.71,10628.57
96630,8857.14,8857.14
96631,9300.0,8857.14
96632,9742.86,8857.14
96633,10185.71,8857.14
96634,10628.57,8857.14
96635,8857.14,7971.43
96636,8857.14,7971.43
96637,8857.14,7971.43
96638,8857.14,7971.43
96639,8857.14,7971.43
96640,8857.14,7971.43
96641,8857.14,7971.43
96642,10628.57,8857.14
96643,10628.57,8857.14
96644,10628.57,8857.14
96645,10628.57,8857.14
96646,8857.14,8857.14
96647,8857.14,8857.14
96648,7085.71,10628.57
96649,7085.71,10628.57
96650,7085.71,10628.57
96651,7085.71,10628.57
96652,7085.71,10628.57
96653,7085.71,10628.57
96654,8857.14,8857.14
96655,9300.0,8857.14
96656,9742.86,8857.14
96657,10185.71,8857.14
96658,10628.57,8857.14
96659,8857.14,7971.43
96660,8857.14,7971.43
96661,8857.14,7971.43
96662,8857.14,7971.43
96663,8857.14,7971.43
96664,8857.14,7971.43
96665,8857.14,7971.43
96666,10628.57,8857.14
96667,10628.57,8857.14
96668,10628.57,8857.14
96669,10628.57,8857.14
96670,8857.14,8857.14
96671,8857.14,8857.14
96672,7085.71,10628.57
96673,7085.71,10628.57
96674,7085.71,10628.57
96675,7085.71,10628.57
96676,7085.71,10628.57
96677,7085.71,10628.57
96678,8857.14,8857.14
96679,9300.0,8857.14
96680,9742.86,8857.14
96681,10185.71,8857.14
96682,10628.57,8857.14
96683,8857.14,7971.43
96684,8857.14,7971.43
96685,8857.14,7971.43
96686,8857.14,7971.43
96687,8857.14,7971.43
96688,8857.14,7971.43
96689,8857.14,7971.43
96690,10628.57,8857.14
96691,10628.57,8857.14
96692,10628.57,8857.14
96693,10628.57,8857.14
96694,8857.14,8857.14
96695,8857.14,8857.14
96696,7085.71,10628.57
96697,7085.71,10628.57
96698,7085.71,10628.57
96699,7085.71,10628.57
96700,7085.71,10628.57
96701,7085.71,10628.57
96702,8857.14,8857.14
96703,9300.0,8857.14
96704,9742.86,8857.14
96705,10185.71,8857.14
96706,10628.57,8857.14
96707,8857.14,7971.43
96708,8857.14,7971.43
96709,8857.14,7971.43
96710,8857.14,7971.43
96711,8857.14,7971.43
96712,8857.14,7971.43
96713,8857.14,7971.43
96714,10628.57,8857.14
96715,10628.57,8857.14
96716,10628.57,8857.14
96717,10628.57,8857.14
96718,8857.14,8857.14
96719,8857.14,8857.14
96720,7085.71,10628.57
96721,7085.71,10628.57
96722,7085.71,10628.57
96723,7085.71,10628.57
96724,7085.71,10628.57
96725,7085.71,10628.57
96726,8857.14,8857.14
96727,9300.0,8857.14
96728,9742.86,8857.14
96729,10185.71,8857.14
96730,10628.57,8857.14
96731,8857.14,7971.43
96732,8857.14,7971.43
96733,8857.14,7971.43
96734,8857.14,7971.43
96735,8857.14,7971.43
96736,8857.14,7971.43
96737,8857.14,7971.43
96738,10628.57,8857.14
96739,10628.57,8857.14
96740,10628.57,8857.14
96741,10628.57,8857.14
96742,8857.14,8857.14
96743,8857.14,8857.14
96744,7085.71,10628.57
96745,7085.71,10628.57
96746,7085.71,10628.57
96747,7085.71,10628.57
96748,7085.71,10628.57
96749,7085.71,10628.57
96750,8857.14,8857.14
96751,9300.0,8857.14
96752,9742.86,8857.14
96753,10185.71,8857.14
96754,10628.57,8857.14
96755,8857.14,7971.43
96756,8857.14,7971.43
96757,8857.14,7971.43
96758,8857.14,7971.43
96759,8857.14,7971.43
96760,8857.14,7971.43
96761,8857.14,7971.43
96762,10628.57,8857.14
96763,10628.57,8857.14
96764,10628.57,8857.14
96765,10628.57,8857.14
96766,8857.14,8857.14
96767,8857.14,8857.14
96768,7085.71,10628.57
96769,7085.71,10628.57
96770,7085.71,10628.57
96771,7085.71,10628.57
96772,7085.71,10628.57
96773,7085.71,10628.57
96774,8857.14,8857.14
96775,9300.0,8857.14
96776,9742.86,8857.14
96777,10185.71,8857.14
96778,10628.57,8857.14
96779,8857.14,7971.43
96780,8857.14,7971.43
96781,8857.14,7971.43
96782,8857.14,7971.43
96783,8857.14,7971.43
96784,8857.14,7971.43
96785,8857.14,7971.43
96786,10628.57,8857.14
96787,10628.57,8857.14
96788,10628.57,8857.14
96789,10628.57,8857.14
96790,8857.14,8857.14
96791,8857.14,8857.14
96792,7085.71,10628.57
96793,7085.71,10628.57
96794,7085.71,10628.57
96795,7085.71,10628.57
96796,7085.71,10628.57
96797,7085.71,10628.57
96798,8857.14,8857.14
96799,9300.0,8857.14
96800,9742.86,8857.14
96801,10185.71,8857.14
96802,10628.57,8857.14
96803,8857.14,7971.43
96804,8857.14,7971.43
96805,8857.14,7971.43
96806,8857.14,7971.43
96807,8857.14,7971.43
96808,8857.14,7971.43
96809,8857.14,7971.43
96810,10628.57,8857.14
96811,10628.57,8857.14
96812,10628.57,8857.14
96813,10628.57,8857.14
96814,8857.14,8857.14
96815,8857.14,8857.14
96816,7085.71,10628.57
96817,7085.71,10628.57
96818,7085.71,10628.57
96819,7085.71,10628.57
96820,7085.71,10628.57
96821,7085.71,10628.57
96822,8857.14,8857.14
96823,9300.0,8857.14
96824,9742.86,8857.14
96825,10185.71,8857.14
96826,10628.57,8857.14
96827,8857.14,7971.43
96828,8857.14,7971.43
96829,8857.14,7971.43
96830,8857.14,7971.43
96831,8857.14,7971.43
96832,8857.14,7971.43
96833,8857.14,7971.43
96834,10628.57,8857.14
96835,10628.57,8857.14
96836,10628.57,8857.14
96837,10628.57,8857.14
96838,8857.14,8857.14
96839,8857.14,8857.14
96840,7085.71,10628.57
96841,7085.71,10628.57
96842,7085.71,10628.57
96843,7085.71,10628.57
96844,7085.71,10628.57
96845,7085.71,10628.57
96846,8857.14,8857.14
96847,9300.0,8857.14
96848,9742.86,8857.14
96849,10185.71,8857.14
96850,10628.57,8857.14
96851,8857.14,7971.43
96852,8857.14,7971.43
96853,8857.14,7971.43
96854,8857.14,7971.43
96855,8857.14,7971.43
96856,8857.14,7971.43
96857,8857.14,7971.43
96858,10628.57,8857.14
96859,10628.57,8857.14
96860,10628.57,8857.14
96861,10628.57,8857.14
96862,8857.14,8857.14
96863,8857.14,8857.14
96864,7085.71,10628.57
96865,7085.71,10628.57
96866,7085.71,10628.57
96867,7085.71,10628.57
96868,7085.71,10628.57
96869,7085.71,10628.57
96870,8857.14,8857.14
96871,9300.0,8857.14
96872,9742.86,8857.14
96873,10185.71,8857.14
96874,10628.57,8857.14
96875,8857.14,7971.43
96876,8857.14,7971.43
96877,8857.14,7971.43
96878,8857.14,7971.43
96879,8857.14,7971.43
96880,8857.14,7971.43
96881,8857.14,7971.43
96882,10628.57,8857.14
96883,10628.57,8857.14
96884,10628.57,8857.14
96885,10628.57,8857.14
96886,8857.14,8857.14
96887,8857.14,8857.14
96888,7085.71,10628.57
96889,7085.71,10628.57
96890,7085.71,10628.57
96891,7085.71,10628.57
96892,7085.71,10628.57
96893,7085.71,10628.57
96894,8857.14,8857.14
96895,9300.0,8857.14
96896,9742.86,8857.14
